"No.","Channel Name","Receive Frequency","Transmit Frequency","Channel Type","Transmit Power","Band Width","CTCSS/DCS Decode","CTCSS/DCS Encode","Contact","Contact Call Type","Contact TG/DMR ID","Radio ID","Busy Lock/TX Permit","Squelch Mode","Optional Signal","DTMF ID","2Tone ID","5Tone ID","PTT ID","RX Color Code","Slot","Scan List","Receive Group List","PTT Prohibit","Reverse","Simplex TDMA","Slot Suit","AES Digital Encryption","Digital Encryption","Call Confirmation","Talk Around(Simplex)","Work Alone","Custom CTCSS","2TONE Decode","Ranging","Through Mode","APRS RX","Analog APRS PTT Mode","Digital APRS PTT Mode","APRS Report Type","Digital APRS Report Channel","Correct Frequency[Hz]","SMS Confirmation","Exclude channel from roaming","DMR MODE","DataACK Disable","R5toneBot","R5ToneEot","Auto Scan","Ana Aprs Mute","Send Talker Alias","AnaAprsTxPath","ARC4","ex_emg_kind","TxCC"
"253","Kanin TS2","439.30000","431.70000","D-Digital","High","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"254","Struska TS1","439.32500","431.72500","D-Digital","High","12.5K","Off","Off","293 SLO TS1","Group Call","293","","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"255","Struska TS2","439.32500","431.72500","D-Digital","High","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"256","Trd. Vrh TS1","439.33750","431.73750","D-Digital","High","12.5K","Off","Off","293 SLO TS1","Group Call","293","","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"257","Trd. Vrh TS2","439.33750","431.73750","D-Digital","High","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"258","Kuk TS1","439.35000","431.75000","D-Digital","High","12.5K","Off","Off","293 SLO TS1","Group Call","293","","Always","Carrier","Off","1","1","1","Off","2","1","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","2"
"259","Kuk TS2","439.35000","431.75000","D-Digital","High","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Always","Carrier","Off","1","1","1","Off","2","2","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","2"
"260","Karlovica TS1","439.37500","431.77500","D-Digital","High","12.5K","Off","Off","293 SLO TS1","Group Call","293","","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"261","Karlovica TS2","439.37500","431.77500","D-Digital","High","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"262","Urslja G. TS1","439.37500","431.77500","D-Digital","Low","12.5K","Off","Off","293 SLO TS1","Group Call","293","","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"263","Urslja G. TS2","439.37500","431.77500","D-Digital","Mid","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"264","Stol TS1","439.40000","431.80000","D-Digital","High","12.5K","Off","Off","293 SLO TS1","Group Call","293","","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"265","Stol TS2","439.40000","431.80000","D-Digital","High","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"266","Sabotin UHF","431.28750","432.88750","A-Analog","High","25K","Off","118.8","TG 9 LOKAL TS2","Group Call","9","","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"267","Joanaz VHF","145.63750","145.03750","A-Analog","High","25K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"268","Udine UHF","433.02500","430.00000","A-Analog","High","25K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"269","Ribis UHF","430.17500","431.77500","A-Analog","High","25K","Off","118.8","TG 9 LOKAL TS2","Group Call","9","","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"270","Gorizia VHF","145.66250","145.06250","A-Analog","High","25K","Off","118.8","TG 9 LOKAL TS2","Group Call","9","","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"271","PMR-1","446.00625","446.00625","A-Analog","High","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"272","PMR-2","446.01875","446.01875","A-Analog","High","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"273","PMR-3","446.03125","446.03125","A-Analog","High","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"274","PMR-4","446.04375","446.04375","A-Analog","High","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"275","PMR-5","446.05625","446.05625","A-Analog","High","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"276","PMR-6","446.06875","446.06875","A-Analog","High","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"277","PMR-7","446.08125","446.08125","A-Analog","High","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"278","PMR-8","446.09375","446.09375","A-Analog","High","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"279","PMR-9","446.10625","446.10625","A-Analog","High","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"280","PMR-10","446.11875","446.11875","A-Analog","High","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"281","PMR-11","446.13125","446.13125","A-Analog","High","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"282","PMR-12","446.14375","446.14375","A-Analog","High","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"283","PMR-13","446.15625","446.15625","A-Analog","High","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"284","PMR-14","446.16875","446.16875","A-Analog","High","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"285","PMR-15","446.18125","446.18125","A-Analog","High","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"286","PMR-16","446.19375","446.19375","A-Analog","High","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","On","Off","Off","Off","Off","1","0","Off","0","0","0","0","0","0","0","0","0","0","0","1"
"4001","Channel VFO A","145.52500","145.52500","A-Analog","Low","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","1","0","0","0","0","0","0","0","0","1"
"4002","Channel VFO B","430.00000","430.00000","A-Analog","Mid","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Off","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","1","0","0","0","0","0","0","0","0","1"
