"No.","Channel Name","Receive Frequency","Transmit Frequency","Channel Type","Transmit Power","Band Width","CTCSS/DCS Decode","CTCSS/DCS Encode","Contact","Contact Call Type","Contact TG/DMR ID","Radio ID","Busy Lock/TX Permit","Squelch Mode","Optional Signal","DTMF ID","2Tone ID","5Tone ID","PTT ID","RX Color Code","Slot","Scan List","Receive Group List","PTT Prohibit","Reverse","Simplex TDMA","Slot Suit","AES Digital Encryption","Digital Encryption","Call Confirmation","Talk Around(Simplex)","Work Alone","Custom CTCSS","2TONE Decode","Ranging","Through Mode","APRS RX","Analog APRS PTT Mode","Digital APRS PTT Mode","APRS Report Type","Digital APRS Report Channel","Correct Frequency[Hz]","SMS Confirmation","Exclude channel from roaming","DMR MODE","DataACK Disable","R5toneBot","R5ToneEot","Auto Scan","Ana Aprs Mute","Send Talker Alias","AnaAprsTxPath","ARC4","ex_emg_kind","TxCC"
"176","Jesenice TS1","438.22500","430.62500","D-Digital","High","12.5K","Off","Off","293 SLO TS1","Group Call","293","","Always","Carrier","Off","1","1","1","Off","3","1","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","3"
"177","Jesenice TS2","438.22500","430.62500","D-Digital","High","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Always","Carrier","Off","1","1","1","Off","3","2","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","3"
"178","Lubnik TS1","438.25000","430.65000","D-Digital","High","12.5K","Off","Off","293 SLO TS1","Group Call","293","","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"179","Lubnik TS2","438.25000","430.65000","D-Digital","High","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"180","Kum TS1","438.27500","430.67500","D-Digital","High","12.5K","Off","Off","293 SLO TS1","Group Call","293","","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"181","Kum TS2","438.27500","430.67500","D-Digital","High","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"182","Mrzlica U TS1","438.30000","430.70000","D-Digital","High","12.5K","Off","Off","293 SLO TS1","Group Call","293","","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"183","Mrzlica U TS2","438.30000","430.70000","D-Digital","High","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"184","Mala Kopa TS1","438.32500","430.72500","D-Digital","High","12.5K","Off","Off","293 SLO TS1","Group Call","293","","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"185","Mala Kopa TS2","438.32500","430.72500","D-Digital","High","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"186","Javornik TS1","438.32500","430.72500","D-Digital","High","12.5K","Off","Off","293 SLO TS1","Group Call","293","","Always","Carrier","Off","1","1","1","Off","2","1","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","2"
"187","Javornik TS2","438.32500","430.72500","D-Digital","High","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Always","Carrier","Off","1","1","1","Off","2","2","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","2"
"188","Mirna Gora TS1","438.32500","430.72500","D-Digital","High","12.5K","Off","Off","293 SLO TS1","Group Call","293","","Always","Carrier","Off","1","1","1","Off","3","1","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","3"
"189","Mirna Gora TS2","438.32500","430.72500","D-Digital","High","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Always","Carrier","Off","1","1","1","Off","3","2","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","3"
"190","Pohorje TS1","438.35000","430.75000","D-Digital","High","12.5K","Off","Off","293 SLO TS1","Group Call","293","","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"191","Pohorje TS2","438.35000","430.75000","D-Digital","High","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"192","Travna G. TS1","438.35000","430.75000","D-Digital","High","12.5K","Off","Off","293 SLO TS1","Group Call","293","","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"193","Travna G. TS2","438.35000","430.75000","D-Digital","High","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"194","Kranjska G. TS1","438.35000","430.75000","D-Digital","High","12.5K","Off","Off","293 SLO TS1","Group Call","293","","Always","Carrier","Off","1","1","1","Off","3","1","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","3"
"195","Kranjska G. TS2","438.35000","430.75000","D-Digital","High","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Always","Carrier","Off","1","1","1","Off","3","2","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","3"
"196","Krsko TS1","438.37500","430.77500","D-Digital","High","12.5K","Off","Off","293 SLO TS1","Group Call","293","","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"197","Krsko TS2","438.37500","430.77500","D-Digital","High","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"198","Sevnica TS1","438.40000","430.80000","D-Digital","High","12.5K","Off","Off","293 SLO TS1","Group Call","293","","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"199","Sevnica TS2","438.37500","430.77500","D-Digital","High","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"200","Malic TS1","438.42500","430.82500","D-Digital","High","12.5K","Off","Off","293 SLO TS1","Group Call","293","","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"201","Malic TS2","438.42500","430.82500","D-Digital","High","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"202","Lendava TS1","438.43750","430.83750","D-Digital","High","12.5K","Off","Off","293 SLO TS1","Group Call","293","","Always","Carrier","Off","1","1","1","Off","2","1","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","2"
"203","Lendava TS2","438.43750","430.83750","D-Digital","High","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Always","Carrier","Off","1","1","1","Off","2","2","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","2"
"204","Krvavec TS1","438.47500","430.87500","D-Digital","High","12.5K","Off","Off","293 SLO TS1","Group Call","293","","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"205","Krvavec TS2","438.47500","430.87500","D-Digital","High","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"206","Kokoska TS1","438.50000","430.90000","D-Digital","High","12.5K","Off","Off","293 SLO TS1","Group Call","293","","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"207","Kokoska TS2","438.50000","430.90000","D-Digital","High","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"208","LJ TR3 TS1","438.50000","430.90000","D-Digital","High","12.5K","Off","Off","293 SLO TS1","Group Call","293","","Always","Carrier","Off","1","1","1","Off","2","1","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","2"
"209","LJ TR3 TS2","438.50000","430.90000","D-Digital","High","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Always","Carrier","Off","1","1","1","Off","2","2","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","2"
"210","Celje TS1","438.50000","430.90000","D-Digital","High","12.5K","Off","Off","293 SLO TS1","Group Call","293","","Always","Carrier","Off","1","1","1","Off","3","1","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","3"
"211","Celje TS2","438.50000","430.90000","D-Digital","High","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Always","Carrier","Off","1","1","1","Off","3","2","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","3"
"212","N.M. TS1","438.52500","430.92500","D-Digital","High","12.5K","Off","Off","293 SLO TS1","Group Call","293","","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"213","N.M. TS2","438.52500","430.92500","D-Digital","High","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"214","Golte TS1","438.52500","430.92500","D-Digital","High","12.5K","Off","Off","293 SLO TS1","Group Call","293","","Always","Carrier","Off","1","1","1","Off","2","1","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","2"
"215","Golte TS2","438.52500","430.92500","D-Digital","High","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Always","Carrier","Off","1","1","1","Off","2","2","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","2"
"216","Zagarski TS1","438.55000","430.95000","D-Digital","High","12.5K","Off","Off","293 SLO TS1","Group Call","293","","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"217","Zagarski TS2","438.55000","430.95000","D-Digital","High","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"218","Nanos TS1","438.70000","431.10000","D-Digital","High","12.5K","Off","Off","293 SLO TS1","Group Call","293","","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Digital","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"219","Nanos TS2","438.70000","431.10000","D-Digital","High","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"220","Radenci TS1","438.72500","431.12500","D-Digital","High","12.5K","Off","Off","293 SLO TS1","Group Call","293","","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"221","Radenci TS2","438.72500","431.12500","D-Digital","High","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"222","Ermanovec TS1","438.72500","431.12500","D-Digital","High","12.5K","Off","Off","293 SLO TS1","Group Call","293","","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"223","Ermanovec TS2","438.72500","431.12500","D-Digital","High","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"224","Trstelj TS1","438.75000","431.15000","D-Digital","High","12.5K","Off","Off","2935 Goriska","Group Call","2935","","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"225","Trstelj TS2","438.75000","431.15000","D-Digital","High","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Digital","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"226","Beli Kriz TS1","438.80000","431.20000","D-Digital","High","12.5K","Off","Off","293 SLO TS1","Group Call","293","","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"227","Beli Kriz TS2","438.80000","431.20000","D-Digital","High","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","On","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"228","Boc TS1","438.82500","431.22500","D-Digital","High","12.5K","Off","Off","293 SLO TS1","Group Call","293","","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"229","Boc TS2","438.82500","431.22500","D-Digital","High","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"230","V. Planina TS1","438.92500","431.32500","D-Digital","High","12.5K","Off","Off","293 SLO TS1","Group Call","293","","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"231","V. Planina TS2","438.92500","431.32500","D-Digital","High","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"232","Kobla U TS1","439.02500","431.42500","D-Digital","High","12.5K","Off","Off","293 SLO TS1","Group Call","293","","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"233","Kobla U TS2","439.02500","431.42500","D-Digital","High","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"234","Sv. Rok TS1","439.05000","431.45000","D-Digital","High","12.5K","Off","Off","293 SLO TS1","Group Call","293","","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"235","Sv. Rok TS2","439.05000","431.45000","D-Digital","High","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"236","Lisca TS1","439.07500","431.47500","D-Digital","High","12.5K","Off","Off","293 SLO TS1","Group Call","293","","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"237","Lisca TS2","439.07500","431.47500","D-Digital","High","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"238","Korada TS1","439.07500","431.47500","D-Digital","High","12.5K","Off","Off","293 SLO TS1","Group Call","293","","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"239","Korada TS2","439.07500","431.47500","D-Digital","High","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"240","Breginj TS1","439.15000","431.55000","D-Digital","High","12.5K","Off","Off","293 SLO TS1","Group Call","293","","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"241","Breginj TS2","439.15000","431.55000","D-Digital","High","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"242","Sv. Planina TS1","439.17500","431.57500","D-Digital","High","12.5K","Off","Off","293 SLO TS1","Group Call","293","","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"243","Sv. Planina TS2","439.17500","431.57500","D-Digital","High","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"244","Knezak TS1","439.20000","431.60000","D-Digital","High","12.5K","Off","Off","293 SLO TS1","Group Call","293","","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"245","Knezak TS2","439.20000","431.60000","D-Digital","High","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"246","Slavnik TS1","439.22500","431.62500","D-Digital","High","12.5K","Off","Off","293 SLO TS1","Group Call","293","","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"247","Slavnik TS2","439.22500","431.62500","D-Digital","High","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Digital","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"248","N. G. TS1","439.25000","431.65000","D-Digital","High","12.5K","Off","Off","293 SLO TS1","Group Call","293","","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"249","N. G. TS2","439.25000","431.65000","D-Digital","High","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"250","Polj. Ravne TS1","439.27500","431.67500","D-Digital","High","12.5K","Off","Off","293 SLO TS1","Group Call","293","","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"251","Polj. Ravne TS2","439.27500","431.67500","D-Digital","High","12.5K","Off","Off","TG 9 LOKAL TS2","Group Call","9","","Always","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
"252","Kanin TS1","439.30000","431.70000","D-Digital","High","12.5K","Off","Off","293 SLO TS1","Group Call","293","","Always","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","On","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","0","0","0","0","1"
